user_id,year_of_birth,gender,region,living_standards_measure,highest_education,employment,internet_access,cable_tv_subscription,survey_completion,survey_participation_consent,bank_account,bank,last_interaction_with_bank,likelihood_to_recommend,comment_on_why,themes,start_time(GMT),time_of_last_update(GMT)
2283865,1994,Male,central,NA,NA,Other/Unemployed,NA,NA,FINISHED,YES,Yes,Other,Teller or Branch transactions,5,There are still delays,,00:15.6,05:50.1
2274486,1994,Male,riftvalley,5 to 8,In Uni,Farm owner,Yes,No,TIMEDOUT,YES,-,-,-,-,-,,00:16.0,00:23.7
669136,1990,Male,eastern,9 to 12,Completed College,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:17.0,00:24.9
2272970,1991,Male,central,13 to 17,Completed College,Skilled worker,Yes,Yes,FINISHED,YES,Yes,Stanbic Bank,Mobile banking,10,Friendly,staff,00:17.0,24:32.1
2303844,1995,Female,riftvalley,NA,NA,Other/Unemployed,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:17.6,00:24.9
1409220,1993,Female,riftvalley,5 to 8,Completed Secondary,Own Business,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:17.6,00:24.9
2292485,1980,Female,riftvalley,5 to 8,Some Secondary,Student,No,No,FINISHED,YES,Yes,KCB,Teller or Branch transactions,10,It the best bank used on banking fees,accessibility,00:17.6,55:13.4
1623490,1996,Male,riftvalley,13 to 17,In Uni,Student,Yes,Yes,FINISHED,YES,Yes,KCB,ATM,9,Its always open 24/7 and its available every region,,00:18.1,06:57.2
2292877,1993,Female,riftvalley,NA,Completed University,Student,Yes,No,TIMEDOUT,YES,Yes,-,-,-,-,,00:18.1,00:24.9
2300124,1990,Male,nairobi,9 to 12,Completed College,Skilled worker,Yes,No,FINISHED,YES,Yes,Other,Mobile banking,4,Effective and efficient,speed/efficiency,00:18.1,09:04.4
2290631,1991,Male,riftvalley,NA,NA,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:18.5,00:24.8
2264657,1992,Female,nairobi,NA,NA,Other/Unemployed,NA,NA,TIMEDOUT,-,-,-,-,-,-,,00:03.4,00:30.5
2285572,1991,Male,nyanza,NA,NA,Other/Unemployed,NA,NA,TIMEDOUT,-,-,-,-,-,-,,00:03.4,00:30.7
2270258,1994,Female,eastern,NA,Completed University,Other/Unemployed,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:03.8,00:30.7
2272745,1995,Male,central,NA,NA,Other/Unemployed,NA,NA,TIMEDOUT,-,-,-,-,-,-,,00:03.8,00:30.5
2281566,1992,Male,central,NA,NA,Student,Yes,NA,TIMEDOUT,-,-,-,-,-,-,,00:05.0,00:30.9
2300804,1994,Female,riftvalley,NA,NA,Other/Unemployed,NA,NA,TIMEDOUT,-,-,-,-,-,-,,00:05.0,00:30.9
2289798,1992,Male,eastern,9 to 12,Some Secondary,Non-skilled worker,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:05.3,00:30.7
2270290,1987,Male,nairobi,9 to 12,Completed Primary,Street or Market Seller,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:05.3,00:30.7
2288933,1986,Male,nairobi,13 to 17,Completed Secondary,Non-skilled worker,Yes,Yes,FINISHED,YES,Yes,Co-operative,Teller or Branch transactions,6,Coop is a bank for all people rich or poor,,00:02.5,04:33.9
2266337,1996,Female,riftvalley,9 to 12,Some University,Street or Market Seller,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:02.6,00:12.9
2292497,1992,Male,nyanza,9 to 12,Completed PostGrad,Skilled worker,Yes,No,FINISHED,YES,Yes,KCB,ATM,9,9,,00:02.6,06:44.6
2303530,1990,Female,coast,5 to 8,Some Primary,Own Business,No,No,FINISHED,YES,No,-,-,-,-,,00:02.8,03:10.0
2300775,1993,Male,nyanza,NA,NA,Other/Unemployed,NA,NA,FINISHED,YES,Yes,KCB,Mobile banking,10,"There cash transfer is instant while using KCB App, then there mobile loan interest is only 7% ..",mobile_banking,00:02.9,06:53.0
2303181,1988,Male,eastern,5 to 8,Completed College,Street or Market Seller,Yes,No,FINISHED,YES,Yes,Co-operative,Mobile banking,8,Efficient,speed/efficiency,00:03.2,55:14.6
2265868,1996,Male,nairobi,9 to 12,Some University,Student,Yes,Yes,FINISHED,YES,Yes,Other,ATM,9,Fast and efficient services,"service,speed/efficiency",00:03.2,05:07.1
2273293,1992,Male,nairobi,9 to 12,Completed PostGrad,Skilled worker,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:03.2,00:12.8
1747029,1992,Male,nairobi,13 to 17,Completed University,Skilled worker,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:03.5,00:12.7
2275615,1991,Female,nairobi,9 to 12,Completed Uni,Other/Unemployed,NA,NA,TIMEDOUT,-,-,-,-,-,-,,00:03.5,00:12.9
2265496,1992,Male,riftvalley,9 to 12,Completed College,Skilled worker,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:03.5,00:13.0
2293588,1991,Male,eastern,NA,NA,Other/Unemployed,NA,NA,FINISHED,YES,Yes,National Bank,Mobile banking,10,It''s safe and convenient,"accessibility,security",00:03.6,03:57.1
2189961,1998,Female,riftvalley,NA,Some University,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:02.2,00:08.4
2264659,1992,Female,central,13 to 17,Completed College,Own Business,Yes,No,FINISHED,YES,Yes,National Bank,Teller or Branch transactions,5,They are sometimes slow,speed/efficiency,00:02.2,28:43.6
2267821,1992,Female,nairobi,5 to 8,Completed Secondary,Own Business,Yes,No,FINISHED,YES,Yes,Equity,Teller or Branch transactions,5,They are good at their services,service,00:02.3,34:10.0
2310766,1997,Male,riftvalley,9 to 12,Some University,Student,Yes,Yes,FINISHED,YES,Yes,KCB,Teller or Branch transactions,10,Good terms and conditions for loans,loan,00:02.6,19:39.0
2290110,1996,Male,riftvalley,NA,NA,Other/Unemployed,Yes,NA,TIMEDOUT,YES,-,-,-,-,-,,00:02.8,00:08.7
2296782,1993,Male,coast,5 to 8,University Student,Student,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,9,Their services are satisfactory,service,00:02.9,06:36.1
2265961,1994,Male,riftvalley,13 to 17,Some University,Student,Yes,No,FINISHED,YES,Yes,Other,Mobile banking,8,It has a phone application you can do transactions anywhere anytime with your phone,account,00:03.0,02:57.9
2294183,1995,Female,nairobi,9 to 12,Completed Primary,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,Co-operative,ATM,10,Good service,service,00:03.0,05:15.2
2264906,1995,Female,nairobi,13 to 17,Completed University,Own Business,Yes,Yes,FINISHED,YES,Yes,CBA,Internet banking,10,Very efficient,speed/efficiency,00:03.3,07:15.7
2265894,1989,Male,nyanza,5 to 8,Completed College,Skilled worker,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:03.4,00:17.6
2264403,1992,Male,riftvalley,9 to 12,Completed University,Non-skilled worker,Yes,No,FINISHED,YES,Yes,Equity,Mobile banking,9,Affordable banking services and good customer care.,"accessibility,rates/charges,service",00:03.7,05:19.3
2264403,1992,Male,riftvalley,9 to 12,Completed University,Non-skilled worker,Yes,No,FINISHED,YES,Yes,Equity,Mobile banking,9,Affordable banking services and good customer care.,affordability,00:03.7,05:19.3
2283657,1995,Female,riftvalley,NA,NA,Student,Yes,NA,FINISHED,YES,Yes,KCB,Mobile banking,7,Their customer service is good and I appreciate their mobile banking though it is highly exposed to fraudsters.,"accessibility,mobile_banking,service",00:03.8,03:31.4
2272789,1994,Male,coast,9 to 12,Some University,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:03.9,00:17.2
2312318,1996,Male,riftvalley,5 to 8,Some University,Student,Yes,No,OPTOUT,NO,-,-,-,-,-,,00:04.1,00:00.0
2265350,1993,Male,riftvalley,9 to 12,Completed University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Equity,Mobile banking,8,Because you can do your transaction everywhere by your phone,account,00:04.3,05:38.4
2283683,1995,Male,nairobi,13 to 17,Completed College,Skilled worker,Yes,Yes,FINISHED,YES,Yes,Equity,Mobile banking,8,Because they have a good customer care,service,00:03.7,02:39.7
2292627,1994,Male,eastern,13 to 17,Completed University,Other/Unemployed,Yes,Yes,TIMEDOUT,YES,Yes,Equity,ATM,4,-,,00:03.7,00:10.4
2293760,1984,Male,nyanza,5 to 8,Completed College,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:04.5,00:10.8
2285132,1996,Female,nairobi,NA,NA,Other/Unemployed,NA,NA,FINISHED,YES,No,-,-,-,-,,00:05.0,13:11.7
2279736,1992,Male,riftvalley,13 to 17,Completed College,Student,Yes,Yes,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,10,Convenient,accessibility,00:05.4,53:12.2
2273238,1995,Male,eastern,13 to 17,Some University,Student,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:05.5,00:10.7
2285083,1997,Male,central,9 to 12,Some University,Student,Yes,No,FINISHED,YES,Yes,KCB,ATM,6,Availability,accessibility,00:05.9,01:37.0
2289636,1997,Male,western,9 to 12,Completed College,Student,Yes,Yes,FINISHED,YES,Yes,KCB,Mobile banking,10,It''s genuine,,00:05.9,13:00.8
2302543,1994,Female,nyanza,13 to 17,Completed College,Student,Yes,Yes,FINISHED,YES,No,-,-,-,-,,00:06.2,15:23.2
2265432,1994,Male,eastern,9 to 12,In Uni,Student,Yes,No,FINISHED,YES,Yes,KCB,Customer service desk/ enquiries,9,"KCB bank has low interest rates on loans as compared to other banks on the same level with it. Secondly, they''re customer friendly","rates/charges,service,staff",00:06.4,20:49.1
2284490,1990,Male,western,9 to 12,Some Primary,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,Equity,Teller or Branch transactions,9,Its quick,speed/efficiency,00:06.8,06:54.7
1443738,1998,Male,nairobi,5 to 8,Some University,Student,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,10,Efficiency,speed/efficiency,00:05.2,02:25.4
2292639,1996,Male,nyanza,9 to 12,Some University,Student,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:05.3,00:07.0
2293176,1989,Female,eastern,5 to 8,Completed Primary,Non-skilled worker,Yes,No,FINISHED,YES,No,-,-,-,-,,00:05.5,29:20.8
2272829,1994,Female,western,5 to 8,Completed College,Student,Yes,No,FINISHED,YES,Yes,KCB,Teller or Branch transactions,10,Services are done faster,"service,speed/efficiency",00:05.6,06:30.7
2265222,1990,Female,nairobi,9 to 12,Completed Primary,Skilled worker,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:05.8,00:07.0
2265315,1971,Male,riftvalley,9 to 12,Completed University,Skilled worker,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:06.0,00:07.3
2265382,1995,Female,eastern,5 to 8,Some University,Student,Yes,No,FINISHED,YES,Yes,Equity,Mobile banking,7,It takes long to detect any amount once its deposited,,00:06.3,06:49.0
2281024,1984,Female,western,5 to 8,None,Skilled worker,No,Yes,TIMEDOUT,-,-,-,-,-,-,,00:06.4,00:07.2
2268399,1992,Male,riftvalley,NA,NA,Other/Unemployed,NA,NA,TIMEDOUT,-,-,-,-,-,-,,00:07.6,00:07.2
2310065,1995,Male,riftvalley,9 to 12,University Student,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:08.5,00:07.3
2290090,1988,Male,riftvalley,5 to 8,Some University,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:04.4,00:22.7
311840,1992,Female,central,NA,NA,Other/Unemployed,NA,NA,FINISHED,YES,Yes,Equity,ATM,10,its very available in most places. Rural and urban,,00:04.4,41:46.9
2310289,1991,Male,eastern,9 to 12,Some University,Student,Yes,No,FINISHED,YES,Yes,Equity,Mobile banking,7,Good customer service,service,00:05.1,03:51.8
2273261,1998,Female,nairobi,NA,NA,Other/Unemployed,NA,NA,TIMEDOUT,-,-,-,-,-,-,,00:05.2,00:22.4
2264956,1994,Female,riftvalley,5 to 8,Completed College,Student,Yes,No,FINISHED,YES,Yes,Stanbic Bank,Mobile banking,8,Fair,,00:07.4,50:08.3
2279476,1993,Male,nyanza,9 to 12,Some University,Student,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,10,Customer friendly,"service,staff",00:07.5,02:59.3
352173,1973,Male,nairobi,NA,NA,Other/Unemployed,NA,NA,TIMEDOUT,-,-,-,-,-,-,,00:04.1,00:11.5
2302386,1990,Male,nairobi,13 to 17,Completed University,Street or Market Seller,Yes,Yes,OPTOUT,NO,-,-,-,-,-,,00:04.1,00:00.0
2273179,1995,Female,riftvalley,5 to 8,Some University,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:04.5,00:12.2
2272916,1996,Female,central,NA,NA,Student,Yes,NA,TIMEDOUT,-,-,-,-,-,-,,00:05.1,00:11.2
2281672,1990,Female,nyanza,5 to 8,Completed Secondary,Skilled worker,Yes,No,FINISHED,YES,No,-,-,-,-,,00:05.1,59:02.7
2264526,1990,Female,nairobi,5 to 8,Completed Secondary,Non-skilled worker,Yes,No,FINISHED,YES,Yes,Co-operative,Bank agent/ agency banking,5,Their services are good,service,00:05.4,55:50.6
2289428,1993,Male,eastern,5 to 8,Completed College,Student,Yes,No,FINISHED,YES,Yes,Equity,Teller or Branch transactions,7,Customer relations and efficiency in service delivery,"service,speed/efficiency",00:05.5,09:43.3
1474754,1991,Female,eastern,5 to 8,Some Secondary,Non-skilled worker,No,No,FINISHED,YES,Yes,KCB,Mobile banking,9,"Because if you need loan, they are able to give you",loan,00:05.5,14:37.1
2292304,1985,Male,nairobi,13 to 17,Completed College,Skilled worker,Yes,No,FINISHED,YES,Yes,Co-operative,Mobile banking,8,For my branch the customer service is top notch,"facilities,service",00:05.7,29:11.6
2305716,1997,Female,coast,NA,NA,Student,Yes,Yes,FINISHED,YES,Yes,Equity,Mobile banking,9,"Low transaction costs, can deposit and withdraw money from bank without necessarily going to the bank, instant ATM card access, low renewal and activation charges, the bank is just great","accessibility,account,atm,rates/charges",00:06.2,47:03.9
2285006,1990,Male,coast,NA,NA,Other/Unemployed,NA,NA,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,8,"It is easier for you to get access to your money anytime anywhere since it has so many ways of transaction.. equity line,agents, ATM, mobile money...so much affordable","accessibility,account,atm,mobile_banking,rates/charges,staff",00:06.6,06:02.8
2279616,1995,Male,nairobi,NA,NA,Other/Unemployed,NA,NA,TIMEDOUT,-,-,-,-,-,-,,00:05.1,00:02.7
2292411,1992,Male,nairobi,5 to 8,Completed PostGrad,Other/Unemployed,Yes,No,FINISHED,YES,No,-,-,-,-,,00:05.3,01:57.3
2293637,1996,Male,nairobi,9 to 12,Some University,Student,Yes,No,FINISHED,YES,No,-,-,-,-,,00:06.9,02:02.1
2197139,1989,Male,eastern,NA,NA,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Standard Chartered,Mobile banking,10,Great efficiency,speed/efficiency,00:07.8,19:10.0
2265187,1993,Female,NA,5 to 8,Completed Uni,Other/Unemployed,Yes,No,FINISHED,YES,Yes,KCB,Bank agent/ agency banking,10,The bank and its agents are easly acessible,staff,00:08.1,19:02.4
2277458,1994,Male,eastern,13 to 17,Some University,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,Co-operative,Mobile banking,10,efficient and easy to transact from anywhere,speed/efficiency,00:08.2,32:30.6
2292356,1990,Male,nairobi,9 to 12,Completed College,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,Co-operative,ATM,6,High transfer charges,rates/charges,00:08.8,41:58.3
2289891,1991,Male,nairobi,9 to 12,Completed College,Own Business,Yes,No,FINISHED,YES,Yes,Equity,Teller or Branch transactions,10,They are for the common citizen,,00:09.1,37:59.4
2265414,1995,Male,riftvalley,9 to 12,Completed University,Street or Market Seller,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:09.1,00:02.8
2271778,1994,Male,nairobi,9 to 12,Completed University,Skilled worker,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:09.3,00:02.8
2293197,1985,Female,riftvalley,9 to 12,Completed College,Street or Market Seller,Yes,No,FINISHED,YES,Yes,Co-operative,ATM,10,Very convinient,accessibility,00:09.4,53:42.6
2292299,1993,Male,central,5 to 8,Completed College,Non-skilled worker,Yes,No,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,10,its a friendly bank that covers all kind of persons,staff,00:09.5,04:31.7
2292301,1989,Male,nyanza,NA,NA,Other/Unemployed,NA,NA,TIMEDOUT,-,-,-,-,-,-,,00:05.9,00:03.1
2264475,1992,Male,nyanza,9 to 12,Completed PostGrad,Student,Yes,Yes,FINISHED,YES,Yes,I&M,ATM,9,The ATM machine oparator is very effective and how the bank handles customers is superb,"atm,service,system",00:05.9,27:04.5
2188371,1986,Female,central,5 to 8,Some Primary,Skilled worker,No,No,FINISHED,YES,No,-,-,-,-,,00:05.9,26:39.5
2290054,1993,Male,nyanza,9 to 12,Some University,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:06.5,00:03.1
2273487,1990,Male,eastern,9 to 12,Completed University,Own Business,Yes,No,OPTOUT,NO,-,-,-,-,-,,00:07.5,00:00.0
2281559,1994,Female,NA,NA,NA,Skilled worker,Yes,Yes,FINISHED,YES,Yes,Other,ATM,9,4,,00:07.7,39:31.7
2272755,1990,Male,riftvalley,13 to 17,Completed University,Skilled worker,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:08.3,00:03.1
2285490,1997,Male,nairobi,NA,NA,Other/Unemployed,NA,NA,TIMEDOUT,-,-,-,-,-,-,,32:15.8,00:07.2
2279280,1994,Male,nairobi,9 to 12,Completed University,Skilled worker,Yes,No,FINISHED,YES,Yes,KCB,ATM,5,5,,32:16.1,46:35.8
2264452,1991,Male,riftvalley,9 to 12,Completed University,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,32:16.6,00:07.3
2304409,1991,Male,riftvalley,9 to 12,Some University,Student,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,32:16.6,00:07.2
2279973,1987,Male,western,9 to 12,Completed University,Skilled worker,Yes,No,FINISHED,YES,Yes,Equity,Mobile banking,5,Average,,00:04.6,12:21.7
2267403,1993,Female,nyanza,NA,NA,Other/Unemployed,NA,NA,FINISHED,YES,Yes,Equity,ATM,9,It saves time,speed/efficiency,00:04.9,28:49.5
2264293,1993,Male,riftvalley,9 to 12,Completed College,Student,Yes,No,TIMEDOUT,YES,Yes,KCB,Mobile banking,7,-,,00:05.2,00:07.1
2273755,1995,Male,northeastern,5 to 8,Completed Secondary,Other/Unemployed,Yes,No,FINISHED,YES,Yes,KCB,ATM,7,Good customer service,service,00:05.8,06:13.3
2264594,1991,Male,nairobi,13 to 17,Completed PostGrad,Own Business,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:05.8,00:07.0
594372,1987,Female,nairobi,9 to 12,Completed PostGrad,Skilled worker,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,10,Reliable,speed/efficiency,00:05.8,16:54.5
2281169,1993,Male,western,9 to 12,Completed University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Co-operative,ATM,9,It''s faster and reliable,speed/efficiency,00:05.9,10:31.4
2289839,1989,Male,eastern,NA,NA,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Equity,Teller or Branch transactions,10,Its One Of The Best Bank,,00:06.2,09:30.9
2265109,1995,Male,western,9 to 12,Some University,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:06.2,00:07.0
2283711,1994,Male,riftvalley,9 to 12,Completed University,Student,Yes,Yes,FINISHED,YES,Yes,Equity,Teller or Branch transactions,9,Excellent service providers,service,00:04.3,02:49.2
2289958,1995,Male,central,9 to 12,Some University,Student,Yes,No,FINISHED,YES,Yes,Equity,ATM,10,Fast in transactions and straight to the point,"account,speed/efficiency",00:04.4,02:08.5
1429147,1994,Female,NA,NA,NA,NA,NA,NA,TIMEDOUT,-,-,-,-,-,-,,00:04.5,00:07.1
2272940,1996,Male,nairobi,13 to 17,Completed College,Student,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:04.5,00:07.3
2311580,1995,Male,nairobi,9 to 12,Some University,Farm owner,Yes,No,FINISHED,YES,Yes,Standard Chartered,Teller or Branch transactions,9,Best services,service,00:04.5,03:29.2
2311131,1991,Male,riftvalley,9 to 12,Completed University,Skilled worker,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,9,Reliable,speed/efficiency,00:04.6,27:59.3
2313817,1992,Male,riftvalley,9 to 12,Completed College,Student,Yes,No,FINISHED,YES,Yes,Other,Mobile banking,9,Friendly and their app is easy to use,"mobile_banking,speed/efficiency,staff",00:05.4,04:06.5
2308602,1992,Male,riftvalley,9 to 12,Completed College,Farm owner,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:06.3,00:03.8
2304593,1990,Female,riftvalley,NA,NA,Other/Unemployed,Yes,NA,FINISHED,YES,No,-,-,-,-,,00:06.5,24:36.9
2285643,1993,Male,nyanza,5 to 8,Completed College,Student,Yes,No,FINISHED,YES,Yes,Co-operative,Mobile banking,5,It''s moderate on mobile,mobile_banking,00:03.7,50:40.0
2265366,1991,Male,riftvalley,1 to 4,Some University,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:03.8,00:05.2
2272902,1987,Male,nyanza,9 to 12,Completed College,Non-skilled worker,Yes,No,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,8,Because of there service,service,00:03.9,05:04.4
2300069,1993,Male,nairobi,13 to 17,Completed University,Skilled worker,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:04.3,00:05.4
2265887,1990,Male,riftvalley,13 to 17,Completed University,Own Business,Yes,Yes,FINISHED,YES,Yes,Co-operative,ATM,9,Wonderful services,service,00:04.7,11:48.9
2283830,1993,Male,riftvalley,13 to 17,Completed College,Own Business,Yes,Yes,FINISHED,YES,Yes,KCB,ATM,9,"It offers a range of finance products like savings accounts, loans, insurance, investments, debit & credit cards and other banking services","accessibility,account,atm,loan,service",00:04.9,11:44.9
2265081,1991,Male,nairobi,9 to 12,Completed Uni,Skilled worker,Yes,No,FINISHED,YES,Yes,Equity,Mobile banking,7,Good,,00:05.1,04:29.8
2295509,1990,Male,nairobi,NA,NA,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,Co-operative,ATM,9,Reliability,accessibility,00:05.5,18:43.3
2273950,1990,Male,riftvalley,9 to 12,Completed University,Farm owner,Yes,No,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,10,The bank services are very smart and convenient,"accessibility,service",00:05.8,06:35.5
2273126,1992,Male,nairobi,5 to 8,Completed Secondary,Non-skilled worker,Yes,No,TIMEDOUT,YES,Yes,KCB,Other,-,-,,00:03.4,00:04.0
2300139,1993,Male,riftvalley,5 to 8,Completed College,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:03.8,00:04.1
2266169,1996,Female,riftvalley,9 to 12,Some University,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:03.8,00:04.1
2275732,1992,Male,nyanza,9 to 12,Completed University,Skilled worker,Yes,No,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,8,It''s reliable,speed/efficiency,00:03.8,20:43.0
2272667,1992,Male,riftvalley,5 to 8,Completed College,Non-skilled worker,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:03.9,00:04.0
2265145,1997,Male,riftvalley,9 to 12,Some University,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:04.2,00:03.8
2303424,1994,Male,western,9 to 12,Completed College,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,Co-operative,Internet banking,8,They know how to interact with clients in a friendly way,staff,00:04.2,02:55.1
2264636,1989,Male,central,5 to 8,Completed Secondary,Skilled worker,Yes,No,FINISHED,YES,No,-,-,-,-,,00:04.4,27:12.9
2292879,1991,Male,nairobi,9 to 12,Completed University,Skilled worker,Yes,Yes,FINISHED,YES,Yes,Equity,ATM,6,"1. Ever long queues
 2. Poor TAT on asset finance loans",,00:04.4,14:04.1
2269167,1998,Female,riftvalley,9 to 12,Completed Secondary,Farm owner,Yes,No,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,10,they save fast,speed/efficiency,00:04.5,37:33.2
2284986,1985,Male,nyanza,5 to 8,Completed University,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:04.5,00:04.1
2285627,1976,Female,central,NA,NA,Other/Unemployed,NA,NA,TIMEDOUT,-,-,-,-,-,-,,00:02.6,00:04.3
2298374,1980,Male,nairobi,NA,NA,Other/Unemployed,Yes,NA,TIMEDOUT,-,-,-,-,-,-,,00:02.9,00:04.8
2266391,1989,Male,riftvalley,5 to 8,Completed Secondary,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,Other,Customer service desk/ enquiries,10,Convinience,accessibility,00:02.9,09:53.4
2283840,1991,Female,riftvalley,NA,NA,Other/Unemployed,NA,NA,FINISHED,YES,Yes,KCB,Teller or Branch transactions,9,"They respond faster ,no delay","information/communication,speed/efficiency",00:03.3,04:53.0
2265141,1966,Female,western,9 to 12,Completed College,Farm owner,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:03.3,00:04.7
2273026,1995,Male,nairobi,13 to 17,Completed Uni,Skilled worker,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:03.3,00:04.9
2283784,1992,Female,central,9 to 12,Completed University,Skilled worker,Yes,Yes,FINISHED,YES,Yes,Equity,Mobile banking,8,Its easy fast and available,speed/efficiency,00:03.4,11:19.1
2293201,1988,Male,central,5 to 8,Completed Secondary,NA,Yes,No,FINISHED,YES,No,-,-,-,-,,00:03.7,15:05.6
2273244,1996,Female,western,5 to 8,Some University,Student,Yes,No,FINISHED,YES,Yes,Equity,Mobile banking,10,quick and efficient service,"service,speed/efficiency",00:03.7,01:44.5
2265088,1981,Male,central,9 to 12,Some Secondary,Skilled worker,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:03.7,00:04.8
2280941,1995,Female,western,5 to 8,Completed University,Street or Market Seller,Yes,No,FINISHED,YES,Yes,KCB,ATM,9,Efficient,speed/efficiency,00:03.1,05:51.6
2310305,1996,Female,riftvalley,9 to 12,Completed University,NA,Yes,Yes,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,10,They are effective and available any time,speed/efficiency,00:03.2,05:11.7
2304915,1995,Male,riftvalley,9 to 12,University Student,Student,Yes,No,FINISHED,YES,Yes,Co-operative,Bank agent/ agency banking,5,Services offered are average,service,00:03.6,09:06.6
183529,1997,Female,nairobi,13 to 17,Completed College,Other/Unemployed,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:04.1,00:06.7
2264474,1993,Female,Nairobi,5 to 8,None,Student,Yes,No,OPTOUT,NO,-,-,-,-,-,,00:04.2,00:00.0
2266534,1993,Female,riftvalley,5 to 8,Completed College,Other/Unemployed,Yes,No,FINISHED,YES,Yes,I&M,ATM,10,Best customer service,service,00:04.2,01:54.2
2268274,1963,Female,riftvalley,9 to 12,Completed College,Own Business,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,55:14.3,00:09.8
2293734,1993,Female,central,5 to 8,Completed College,Other/Unemployed,Yes,No,FINISHED,YES,Yes,KCB,ATM,8,"Money reloaded,no delays while transacting",,55:14.3,05:50.6
2283722,1996,Female,riftvalley,9 to 12,Some University,Student,No,No,FINISHED,YES,Yes,Barclays,Call centre,8,Timely in releasing salary,speed/efficiency,55:14.4,21:00.5
1585835,1994,Male,riftvalley,13 to 17,Completed College,Student,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,55:14.6,00:09.7
2280043,1989,Female,riftvalley,9 to 12,Completed College,Skilled worker,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,55:14.6,00:09.8
